yy,gear,area,flag,lat_short,lon_short,school,alb_mt,bet_mt,skj_mt,yft_mt,lat5,lon5
2012,S,EN,EP,00N,140W,6,0,0,0,616,2.5,222.5
2013,S,EN,EP,00N,140W,6,0,0,0,30,2.5,222.5
2014,S,EN,EP,00N,140W,6,0,0,0,101,2.5,222.5
2015,S,EN,EP,00N,140W,6,0,0,2,136,2.5,222.5
2016,S,EN,EP,00N,140W,6,0,0,0,61,2.5,222.5
2017,S,EN,EP,00N,140W,6,0,0,0,1039,2.5,222.5
2000,S,EN,EP,05N,140W,6,0,0,0,3978,7.5,222.5
2001,S,EN,EP,05N,140W,6,0,0,1,531,7.5,222.5
2002,S,EN,EP,05N,140W,6,0,0,0,1052,7.5,222.5
2003,S,EN,EP,05N,140W,6,0,0,20,2122,7.5,222.5
2004,S,EN,EP,05N,140W,6,0,0,0,940,7.5,222.5
2005,S,EN,EP,05N,140W,6,0,0,64,276,7.5,222.5
2006,S,EN,EP,05N,140W,6,0,0,0,623,7.5,222.5
2007,S,EN,EP,05N,140W,6,0,0,3,2386,7.5,222.5
2008,S,EN,EP,05N,140W,6,0,0,1,1784,7.5,222.5
2009,S,EN,EP,05N,140W,6,0,0,0,1819,7.5,222.5
2010,S,EN,EP,05N,140W,6,0,0,0,1189,7.5,222.5
2011,S,EN,EP,05N,140W,6,0,0,0,1897,7.5,222.5
2012,S,EN,EP,05N,140W,6,0,0,0,2870,7.5,222.5
2013,S,EN,EP,05N,140W,6,0,0,0,1537,7.5,222.5
2014,S,EN,EP,05N,140W,6,0,0,19,2091,7.5,222.5
2015,S,EN,EP,05N,140W,6,0,0,486,2325,7.5,222.5
2016,S,EN,EP,05N,140W,6,0,0,0,1389,7.5,222.5
2017,S,EN,EP,05N,140W,6,0,0,1,855,7.5,222.5
2007,S,ES,EP,05S,140W,6,0,0,0,3,-2.5,222.5
2016,S,ES,EP,05S,140W,6,0,0,0,35,-2.5,222.5
2017,S,ES,EP,05S,140W,6,0,0,0,20,-2.5,222.5
2000,S,EN,EP,10N,140W,6,0,0,0,3276,12.5,222.5
2002,S,EN,EP,10N,140W,6,0,0,0,375,12.5,222.5
2003,S,EN,EP,10N,140W,6,0,0,109,1659,12.5,222.5
2004,S,EN,EP,10N,140W,6,0,0,4,1071,12.5,222.5
2005,S,EN,EP,10N,140W,6,0,0,21,76,12.5,222.5
2006,S,EN,EP,10N,140W,6,0,0,0,569,12.5,222.5
2007,S,EN,EP,10N,140W,6,0,0,0,79,12.5,222.5
2008,S,EN,EP,10N,140W,6,0,0,19,775,12.5,222.5
2009,S,EN,EP,10N,140W,6,0,0,0,4554,12.5,222.5
2010,S,EN,EP,10N,140W,6,0,0,0,14,12.5,222.5
2011,S,EN,EP,10N,140W,6,0,0,0,241,12.5,222.5
2012,S,EN,EP,10N,140W,6,0,0,0,75,12.5,222.5
2013,S,EN,EP,10N,140W,6,0,0,1,2576,12.5,222.5
2014,S,EN,EP,10N,140W,6,0,0,27,3768,12.5,222.5
2015,S,EN,EP,10N,140W,6,0,0,3,2270,12.5,222.5
2016,S,EN,EP,10N,140W,6,0,0,72,784,12.5,222.5
2017,S,EN,EP,10N,140W,6,0,0,185,1833,12.5,222.5
2003,S,WN,CN,00N,145E,6,0,0,0,0,2.5,147.5
2005,S,WN,CN,00N,145E,6,0,0.001,0.009,0.013,2.5,147.5
2011,S,WN,CN,00N,145E,6,0,0.011,0.051,0.009,2.5,147.5
2016,S,WN,CN,00N,145E,6,0,0.342,9.827,3.8,2.5,147.5
2000,S,WN,FM,00N,145E,6,0,0,0,0,2.5,147.5
2011,S,WN,FM,00N,145E,6,0,1.28,2.88,1.617,2.5,147.5
2000,S,WN,JP,00N,145E,6,0,0.956,20.75,9.294,2.5,147.5
2005,S,WN,JP,00N,145E,6,0,10.186,87.685,68.129,2.5,147.5
2006,S,WN,JP,00N,145E,6,0,4.924,60.569,32.508,2.5,147.5
2007,S,WN,JP,00N,145E,6,0,0.184,9.235,1.581,2.5,147.5
2009,S,WN,JP,00N,145E,6,0,10.09,119.784,80.126,2.5,147.5
2010,S,WN,JP,00N,145E,6,0,15.046,90.671,26.617,2.5,147.5
2011,S,WN,JP,00N,145E,6,0,14.988,117.48,16.531,2.5,147.5
2012,S,WN,JP,00N,145E,6,0,5.171,61.617,15.211,2.5,147.5
2013,S,WN,JP,00N,145E,6,0,12.446,130.499,29.056,2.5,147.5
2014,S,WN,JP,00N,145E,6,0,20.669,171.969,27.361,2.5,147.5
2015,S,WN,JP,00N,145E,6,0,114.661,583.336,310.375,2.5,147.5
2016,S,WN,JP,00N,145E,6,0,19.74,145.544,99.716,2.5,147.5
2017,S,WN,JP,00N,145E,6,0,49.739,215.215,82.993,2.5,147.5
2018,S,WN,JP,00N,145E,6,0,379.498,947.445,360.601,2.5,147.5
2019,S,WN,JP,00N,145E,6,0,199.618,842.177,384.296,2.5,147.5
2020,S,WN,JP,00N,145E,6,0,21.058,215.357,105.586,2.5,147.5
2000,S,WN,KI,00N,145E,6,0,0,0,0,2.5,147.5
2003,S,WN,KI,00N,145E,6,0,10.067,89.983,99.951,2.5,147.5
2012,S,WN,KI,00N,145E,6,0,0,0,0,2.5,147.5
2000,S,WN,KR,00N,145E,6,0,0.003,0.046,0.029,2.5,147.5
2005,S,WN,KR,00N,145E,6,0,0.001,0.037,0.007,2.5,147.5
2006,S,WN,KR,00N,145E,6,0,0.001,0.087,0.016,2.5,147.5
2009,S,WN,PG,00N,145E,6,0,0.887,5.973,13.14,2.5,147.5
2011,S,WN,PG,00N,145E,6,0,0.014,0.114,0.01,2.5,147.5
2012,S,WN,PG,00N,145E,6,0,5.311,23.217,6.739,2.5,147.5
2013,S,WN,PG,00N,145E,6,0,0.015,0.154,0.031,2.5,147.5
2014,S,WN,PG,00N,145E,6,0,0.44,8.899,5.689,2.5,147.5
2010,S,WN,PH,00N,145E,6,0,0,0,0,2.5,147.5
2011,S,WN,PH,00N,145E,6,0,0.958,16.999,3.023,2.5,147.5
2015,S,WN,PH,00N,145E,6,0,25.295,195.94,302.687,2.5,147.5
2016,S,WN,PH,00N,145E,6,0,2.682,16.078,8.987,2.5,147.5
2000,S,WN,TW,00N,145E,6,0,0,0,0,2.5,147.5
2006,S,WN,TW,00N,145E,6,0,0,0,0,2.5,147.5
2003,S,WN,US,00N,145E,6,0,0,0,0,2.5,147.5
2010,S,WN,FM,05N,145E,6,0,0,0,0,7.5,147.5
2007,S,WN,JP,05N,145E,6,0,0,0,0,7.5,147.5
2011,S,WN,JP,05N,145E,6,0,0.788,26.294,0.918,7.5,147.5
2016,S,WN,JP,05N,145E,6,0,0.227,2.164,0.609,7.5,147.5
2017,S,WN,JP,05N,145E,6,0,6.567,153.815,11.543,7.5,147.5
2018,S,WN,JP,05N,145E,6,0,9.054,149.435,19.891,7.5,147.5
2003,S,WS,CN,05S,145E,6,0,0.004,0.08,0.174,-2.5,147.5
2008,S,WS,CN,05S,145E,6,0,0,0,0,-2.5,147.5
2016,S,WS,CN,05S,145E,6,0,0.004,5.203,5.761,-2.5,147.5
2006,S,WS,JP,05S,145E,6,0,5.159,33.032,36.809,-2.5,147.5
2007,S,WS,JP,05S,145E,6,0,3.077,88.346,27.577,-2.5,147.5
2009,S,WS,JP,05S,145E,6,0,0,0,0,-2.5,147.5
2010,S,WS,JP,05S,145E,6,0,0.975,45.165,18.86,-2.5,147.5
2011,S,WS,JP,05S,145E,6,0,8.402,257.147,21.805,-2.5,147.5
2012,S,WS,JP,05S,145E,6,0,1.058,20.585,4.8,-2.5,147.5
2013,S,WS,JP,05S,145E,6,0,7.679,77.111,47.212,-2.5,147.5
2014,S,WS,JP,05S,145E,6,0,0.56,2.184,0.256,-2.5,147.5
2015,S,WS,JP,05S,145E,6,0,52.429,111.01,143.56,-2.5,147.5
2016,S,WS,JP,05S,145E,6,0,41.039,167.422,72.54,-2.5,147.5
2017,S,WS,JP,05S,145E,6,0,10.013,342.826,127.46,-2.5,147.5
2018,S,WS,JP,05S,145E,6,0,2.191,68.646,19.162,-2.5,147.5
2019,S,WS,JP,05S,145E,6,0,2.88,276.38,161.382,-2.5,147.5
2020,S,WS,JP,05S,145E,6,0,5.058,52.79,82.152,-2.5,147.5
2004,S,WS,KR,05S,145E,6,0,0.007,0.111,0.019,-2.5,147.5
2010,S,WS,KR,05S,145E,6,0,0.268,3.67,7.347,-2.5,147.5
2003,S,WS,PG,05S,145E,6,0,0.909,31.512,38.579,-2.5,147.5
2004,S,WS,PG,05S,145E,6,0,7.064,52.606,41.401,-2.5,147.5
2007,S,WS,PG,05S,145E,6,0,0.308,6.112,3.71,-2.5,147.5
2008,S,WS,PG,05S,145E,6,0,0.007,0.103,0.109,-2.5,147.5
2009,S,WS,PG,05S,145E,6,0,2.904,65.795,34.959,-2.5,147.5
2010,S,WS,PG,05S,145E,6,0,0.008,0.214,0.066,-2.5,147.5
2011,S,WS,PG,05S,145E,6,0,9.421,105.104,45.806,-2.5,147.5
2012,S,WS,PG,05S,145E,6,0,6.128,105.757,68.277,-2.5,147.5
2013,S,WS,PG,05S,145E,6,0,22.134,268.634,219.234,-2.5,147.5
2014,S,WS,PG,05S,145E,6,0,6.785,77.611,59.064,-2.5,147.5
2016,S,WS,PG,05S,145E,6,0,9.89,49.992,65.113,-2.5,147.5
2017,S,WS,PG,05S,145E,6,0,23.346,339.231,278.324,-2.5,147.5
2018,S,WS,PG,05S,145E,6,0,0,0,0,-2.5,147.5
2019,S,WS,PG,05S,145E,6,0,23.701,714.114,406.522,-2.5,147.5
2020,S,WS,PG,05S,145E,6,0,3.867,93.774,257.064,-2.5,147.5
2004,S,WS,PH,05S,145E,6,0,0,0,0,-2.5,147.5
2007,S,WS,PH,05S,145E,6,0,2.422,134.456,66.621,-2.5,147.5
2008,S,WS,PH,05S,145E,6,0,11.523,192.472,180.512,-2.5,147.5
2010,S,WS,PH,05S,145E,6,0,44.28,342.393,239.714,-2.5,147.5
2011,S,WS,PH,05S,145E,6,0,17.524,435.043,149.782,-2.5,147.5
2012,S,WS,PH,05S,145E,6,0,9.435,158.448,46.532,-2.5,147.5
2013,S,WS,PH,05S,145E,6,0,0.384,2.577,2.038,-2.5,147.5
2014,S,WS,PH,05S,145E,6,0,16.351,33.024,52.605,-2.5,147.5
2015,S,WS,PH,05S,145E,6,0,0,0,0,-2.5,147.5
2016,S,WS,PH,05S,145E,6,0,37.052,285.569,176.932,-2.5,147.5
2017,S,WS,PH,05S,145E,6,0,2.649,78.482,44.883,-2.5,147.5
2007,S,WS,TW,05S,145E,6,0,0.019,0.278,0.067,-2.5,147.5
2009,S,WS,TW,05S,145E,6,0,0.005,0.02,0.012,-2.5,147.5
2011,S,WS,TW,05S,145E,6,0,0.075,0.484,0.248,-2.5,147.5
2019,S,WS,TW,05S,145E,6,0,0,0,0,-2.5,147.5
2012,S,WS,US,05S,145E,6,0,0.028,0.386,0,-2.5,147.5
2001,S,WN,KR,10N,145E,6,0,0,0,0,12.5,147.5
2012,S,WS,PG,10S,145E,6,0,0.01,0.293,0.519,-7.5,147.5
2013,S,WS,PG,10S,145E,6,0,1.452,15.048,25.599,-7.5,147.5
2017,S,WS,PG,10S,145E,6,0,0,0.003,0.003,-7.5,147.5
2019,S,WS,PG,10S,145E,6,0,1.102,118.364,69.229,-7.5,147.5
2008,S,WS,PH,10S,145E,6,0,0.107,3.969,1.849,-7.5,147.5
2011,S,WS,PH,10S,145E,6,0,0,16.68,144.792,-7.5,147.5
2014,S,WS,PH,10S,145E,6,0,0,0,0,-7.5,147.5
2018,S,WS,PH,10S,145E,6,0,0,0,0,-7.5,147.5
2016,S,WS,CN,15S,145E,6,0,0.002,0.262,0.062,-12.5,147.5
2002,S,WN,JP,30N,145E,6,0,12.2,29.2,8.7,32.5,147.5
2004,S,WN,JP,30N,145E,6,0,15.6,57.3,5.6,32.5,147.5
2005,S,WN,JP,30N,145E,6,0,1.1,11.8,1.5,32.5,147.5
2006,S,WN,JP,30N,145E,6,0,0,332.1,0,32.5,147.5
2008,S,WN,JP,30N,145E,6,0,0,26.4,104.9,32.5,147.5
2009,S,WN,JP,30N,145E,6,0,0.5,47.868,1.5,32.5,147.5
2011,S,WN,JP,30N,145E,6,0,0,59.725,2.002,32.5,147.5
2012,S,WN,JP,30N,145E,6,0,10.6,152.514,0.523,32.5,147.5
2014,S,WN,JP,30N,145E,6,0,3.1,148,5.3,32.5,147.5
2015,S,WN,JP,30N,145E,6,0,1.441,6.893,0.118,32.5,147.5
2016,S,WN,JP,30N,145E,6,0,0.023,0.171,0.627,32.5,147.5
2017,S,WN,JP,30N,145E,6,0,0.021,4.187,0.174,32.5,147.5
2018,S,WN,JP,30N,145E,6,0,0,9.034,0,32.5,147.5
2019,S,WN,JP,30N,145E,6,0,0,0.363,0,32.5,147.5
2020,S,WN,JP,30N,145E,6,0,1.4,9.74,2.2,32.5,147.5
2000,S,WN,JP,35N,145E,6,0,29.5,1478.4,90.6,37.5,147.5
2001,S,WN,JP,35N,145E,6,0,63.8,1724.918,79.514,37.5,147.5
2002,S,WN,JP,35N,145E,6,0,93,1206.1,72.26,37.5,147.5
2003,S,WN,JP,35N,145E,6,0,14.3,3521.354,55.902,37.5,147.5
2004,S,WN,JP,35N,145E,6,0,22.6,914.2,6.74,37.5,147.5
2005,S,WN,JP,35N,145E,6,0,99.3,5398.3,441.8,37.5,147.5
2006,S,WN,JP,35N,145E,6,0,127.1,7810.5,201.3,37.5,147.5
2007,S,WN,JP,35N,145E,6,0,186.8,4480.4,86.2,37.5,147.5
2008,S,WN,JP,35N,145E,6,0,85.3,5611.7,20.5,37.5,147.5
2009,S,WN,JP,35N,145E,6,0,65.4,2804.845,35.704,37.5,147.5
2010,S,WN,JP,35N,145E,6,0,35.6,3987.726,50.693,37.5,147.5
2011,S,WN,JP,35N,145E,6,0,7.6,134.496,82.511,37.5,147.5
2012,S,WN,JP,35N,145E,6,0,15.6,742.22,13.4,37.5,147.5
2013,S,WN,JP,35N,145E,6,0,15.5,2183.4,10.4,37.5,147.5
2014,S,WN,JP,35N,145E,6,0,45.6,2536,45.6,37.5,147.5
2015,S,WN,JP,35N,145E,6,0,24.469,1669.552,116.252,37.5,147.5
2016,S,WN,JP,35N,145E,6,0,3.048,195.779,9.106,37.5,147.5
2017,S,WN,JP,35N,145E,6,0,0.7,636.317,28.94,37.5,147.5
2018,S,WN,JP,35N,145E,6,0,0.731,6.872,0.223,37.5,147.5
2019,S,WN,JP,35N,145E,6,0,1,275.955,4.13,37.5,147.5
2020,S,WN,JP,35N,145E,6,0,1.055,15.035,0,37.5,147.5
2000,S,WN,JP,40N,145E,6,0,0,0,0,42.5,147.5
2001,S,WN,JP,40N,145E,6,0,0,100,0,42.5,147.5
2002,S,WN,JP,40N,145E,6,0,0,0,0.035,42.5,147.5
2003,S,WN,JP,40N,145E,6,0,0,12,0,42.5,147.5
2004,S,WN,JP,40N,145E,6,0,0,0,0,42.5,147.5
2005,S,WN,JP,40N,145E,6,0,0,102.3,0,42.5,147.5
2007,S,WN,JP,40N,145E,6,0,0,45,0,42.5,147.5
2008,S,WN,JP,40N,145E,6,0,0,625.9,0.4,42.5,147.5
2010,S,WN,JP,40N,145E,6,0,2,557.8,0,42.5,147.5
2015,S,WN,JP,40N,145E,6,0,0,213.4,1.1,42.5,147.5
2017,S,WN,JP,40N,145E,6,0,0,7,0,42.5,147.5
2018,S,WN,JP,40N,145E,6,0,0,4.7,0,42.5,147.5
2008,S,EN,EP,00N,145W,6,0,0,2,117,2.5,217.5
2012,S,EN,EP,00N,145W,6,0,0,0,33,2.5,217.5
2017,S,EN,EP,00N,145W,6,0,0,0,15,2.5,217.5
2000,S,EN,EP,05N,145W,6,0,0,3,1324,7.5,217.5
2004,S,EN,EP,05N,145W,6,0,0,0,20,7.5,217.5
2006,S,EN,EP,05N,145W,6,0,0,0,109,7.5,217.5
2007,S,EN,EP,05N,145W,6,0,0,0,85,7.5,217.5
2008,S,EN,EP,05N,145W,6,0,0,4,926,7.5,217.5
2009,S,EN,EP,05N,145W,6,0,0,0,667,7.5,217.5
2011,S,EN,EP,05N,145W,6,0,0,0,217,7.5,217.5
2012,S,EN,EP,05N,145W,6,0,0,0,106,7.5,217.5
2013,S,EN,EP,05N,145W,6,0,0,0,320,7.5,217.5
2014,S,EN,EP,05N,145W,6,0,0,0,779,7.5,217.5
2015,S,EN,EP,05N,145W,6,0,0,0,293,7.5,217.5
2016,S,EN,EP,05N,145W,6,0,0,0,391,7.5,217.5
2017,S,EN,EP,05N,145W,6,0,0,0,680,7.5,217.5
2005,S,ES,EP,05S,145W,6,0,0,0,0,-2.5,217.5
2008,S,ES,EP,05S,145W,6,0,0,1,3,-2.5,217.5
2016,S,ES,EP,05S,145W,6,0,0,0,15,-2.5,217.5
2000,S,EN,EP,10N,145W,6,0,0,1,406,12.5,217.5
2008,S,EN,EP,10N,145W,6,0,0,19,612,12.5,217.5
2009,S,EN,EP,10N,145W,6,0,0,0,1734,12.5,217.5
2011,S,EN,EP,10N,145W,6,0,0,0,45,12.5,217.5
2012,S,EN,EP,10N,145W,6,0,0,0,5,12.5,217.5
2013,S,EN,EP,10N,145W,6,0,0,5,1739,12.5,217.5
2014,S,EN,EP,10N,145W,6,0,0,7,510,12.5,217.5
2015,S,EN,EP,10N,145W,6,0,0,21,473,12.5,217.5
2016,S,EN,EP,10N,145W,6,0,0,0,20,12.5,217.5
2017,S,EN,EP,10N,145W,6,0,0,1,1477,12.5,217.5
2016,S,WN,CN,00N,150E,6,0,0.121,0.861,1.884,2.5,152.5
2001,S,WN,FM,00N,150E,6,0,0,0,0,2.5,152.5
2007,S,WN,FM,00N,150E,6,0,0.113,0.394,1.069,2.5,152.5
2009,S,WN,FM,00N,150E,6,0,0.005,0.018,0.047,2.5,152.5
2011,S,WN,FM,00N,150E,6,0,0.066,4.84,0.871,2.5,152.5
2018,S,WN,FM,00N,150E,6,0,0,0,0,2.5,152.5
2000,S,WN,JP,00N,150E,6,0,0,0,0,2.5,152.5
2002,S,WN,JP,00N,150E,6,0,3.334,28.549,36.117,2.5,152.5
2005,S,WN,JP,00N,150E,6,0,14.004,224.381,118.615,2.5,152.5
2006,S,WN,JP,00N,150E,6,0,3.384,8.512,25.104,2.5,152.5
2007,S,WN,JP,00N,150E,6,0,1.169,25.822,11.009,2.5,152.5
2008,S,WN,JP,00N,150E,6,0,1.201,14.856,9.943,2.5,152.5
2009,S,WN,JP,00N,150E,6,0,1.025,8.151,12.031,2.5,152.5
2010,S,WN,JP,00N,150E,6,0,3.369,73.857,27.774,2.5,152.5
2011,S,WN,JP,00N,150E,6,0,1.697,22.928,12.375,2.5,152.5
2012,S,WN,JP,00N,150E,6,0,2.522,43.676,7.403,2.5,152.5
2013,S,WN,JP,00N,150E,6,0,4.872,99.56,9.568,2.5,152.5
2014,S,WN,JP,00N,150E,6,0,2.558,15.728,1.714,2.5,152.5
2015,S,WN,JP,00N,150E,6,0,135.626,907.65,152.453,2.5,152.5
2016,S,WN,JP,00N,150E,6,0,60.541,416.133,168.324,2.5,152.5
2017,S,WN,JP,00N,150E,6,0,2.254,12.77,4.975,2.5,152.5
2018,S,WN,JP,00N,150E,6,0,79.652,594.729,353.617,2.5,152.5
2019,S,WN,JP,00N,150E,6,0,29.84,932.405,376.119,2.5,152.5
2020,S,WN,JP,00N,150E,6,0,195.375,514.77,284.857,2.5,152.5
2001,S,WN,KI,00N,150E,6,0,0,0,0,2.5,152.5
2002,S,WN,KI,00N,150E,6,0,2.467,6.597,21.805,2.5,152.5
2004,S,WN,KI,00N,150E,6,0,0.72,12.553,6.973,2.5,152.5
2005,S,WN,KI,00N,150E,6,0,4.117,42.562,40.767,2.5,152.5
2007,S,WN,KI,00N,150E,6,0,0.577,14.091,5.333,2.5,152.5
2009,S,WN,KI,00N,150E,6,0,1.603,36.888,38.611,2.5,152.5
2012,S,WN,KI,00N,150E,6,0,2.441,28.1,8.859,2.5,152.5
2014,S,WN,KI,00N,150E,6,0,0.004,0.019,0.044,2.5,152.5
2000,S,WN,KR,00N,150E,6,0,0.008,0.46,0.093,2.5,152.5
2005,S,WN,KR,00N,150E,6,0,0,0,0,2.5,152.5
2007,S,WN,KR,00N,150E,6,0,0.049,0.218,0.493,2.5,152.5
2010,S,WN,KR,00N,150E,6,0,0,0,0,2.5,152.5
2019,S,WN,NR,00N,150E,6,0,0.696,23.449,15.944,2.5,152.5
2004,S,WN,PG,00N,150E,6,0,0,0,0,2.5,152.5
2007,S,WN,PG,00N,150E,6,0,21.012,249.261,276.726,2.5,152.5
2009,S,WN,PG,00N,150E,6,0,0.963,62.756,14.281,2.5,152.5
2013,S,WN,PG,00N,150E,6,0,0,3.813,3.287,2.5,152.5
2014,S,WN,PG,00N,150E,6,0,2.381,8.943,7.964,2.5,152.5
2015,S,WN,PG,00N,150E,6,0,1.009,7.206,2.502,2.5,152.5
2018,S,WN,PG,00N,150E,6,0,3.301,76.751,20.064,2.5,152.5
2016,S,WN,PH,00N,150E,6,0,38.171,138.524,77,2.5,152.5
2002,S,WN,TW,00N,150E,6,0,0,0,0,2.5,152.5
2012,S,WN,US,00N,150E,6,0,0,0.268,0.003,2.5,152.5
2000,S,WN,FM,05N,150E,6,0,0,0,0,7.5,152.5
2000,S,WN,JP,05N,150E,6,0,3.01,46.526,25.464,7.5,152.5
2004,S,WN,JP,05N,150E,6,0,5.318,83.473,40.78,7.5,152.5
2010,S,WN,JP,05N,150E,6,0,2.022,94.173,1.805,7.5,152.5
2015,S,WN,JP,05N,150E,6,0,0.152,2.63,2.218,7.5,152.5
2016,S,WN,JP,05N,150E,6,0,0,58.565,1.435,7.5,152.5
2005,S,WN,KR,05N,150E,6,0,0,0,0,7.5,152.5
2005,S,WS,CN,05S,150E,6,0,0.013,0.303,0.279,-2.5,152.5
2007,S,WS,CN,05S,150E,6,0,0.011,0.737,0.213,-2.5,152.5
2011,S,WS,CN,05S,150E,6,0,0.005,0.139,0.042,-2.5,152.5
2016,S,WS,CN,05S,150E,6,0,0.096,6.198,4.025,-2.5,152.5
2003,S,WS,FM,05S,150E,6,0,0,0,0,-2.5,152.5
2004,S,WS,JP,05S,150E,6,0,0.015,0.76,0.225,-2.5,152.5
2006,S,WS,JP,05S,150E,6,0,2.046,23.729,20.225,-2.5,152.5
2007,S,WS,JP,05S,150E,6,0,1.649,26.776,12.576,-2.5,152.5
2009,S,WS,JP,05S,150E,6,0,6.065,173.791,54.534,-2.5,152.5
2010,S,WS,JP,05S,150E,6,0,45.331,340.083,387.584,-2.5,152.5
2011,S,WS,JP,05S,150E,6,0,0,0,0,-2.5,152.5
2012,S,WS,JP,05S,150E,6,0,4.56,24.792,9.649,-2.5,152.5
2013,S,WS,JP,05S,150E,6,0,4.845,100.965,19.189,-2.5,152.5
2014,S,WS,JP,05S,150E,6,0,17.817,138.823,32.36,-2.5,152.5
2015,S,WS,JP,05S,150E,6,0,3.467,130.788,60.745,-2.5,152.5
2016,S,WS,JP,05S,150E,6,0,1.032,216.188,84.086,-2.5,152.5
2017,S,WS,JP,05S,150E,6,0,12.076,236.994,55.931,-2.5,152.5
2019,S,WS,JP,05S,150E,6,0,30.561,906.993,312.803,-2.5,152.5
2020,S,WS,JP,05S,150E,6,0,0,249.625,5.375,-2.5,152.5
2000,S,WS,KI,05S,150E,6,0,0,0,0,-2.5,152.5
2001,S,WS,KI,05S,150E,6,0,0.252,7.481,7.267,-2.5,152.5
2007,S,WS,KI,05S,150E,6,0,1.302,24.757,16.542,-2.5,152.5
2012,S,WS,KI,05S,150E,6,0,0,0,0,-2.5,152.5
2003,S,WS,KR,05S,150E,6,0,0,0,0,-2.5,152.5
2004,S,WS,KR,05S,150E,6,0,0.006,0.448,0.119,-2.5,152.5
2006,S,WS,KR,05S,150E,6,0,0.001,0.06,0.011,-2.5,152.5
2017,S,WS,KR,05S,150E,6,0,0,0,0,-2.5,152.5
2000,S,WS,PG,05S,150E,6,0,0,0,0,-2.5,152.5
2005,S,WS,PG,05S,150E,6,0,0.089,0.146,0.266,-2.5,152.5
2006,S,WS,PG,05S,150E,6,0,0,0,0,-2.5,152.5
2007,S,WS,PG,05S,150E,6,0,2.878,78.777,37.984,-2.5,152.5
2008,S,WS,PG,05S,150E,6,0,0.017,0.152,0.567,-2.5,152.5
2009,S,WS,PG,05S,150E,6,0,0.402,8.383,16.215,-2.5,152.5
2010,S,WS,PG,05S,150E,6,0,0,0,0,-2.5,152.5
2011,S,WS,PG,05S,150E,6,0,3.549,47.612,33.139,-2.5,152.5
2012,S,WS,PG,05S,150E,6,0,21.289,155.387,78.742,-2.5,152.5
2013,S,WS,PG,05S,150E,6,0,0.212,6.336,2.052,-2.5,152.5
2014,S,WS,PG,05S,150E,6,0,5.881,81.095,130.753,-2.5,152.5
2015,S,WS,PG,05S,150E,6,0,0.333,10.476,6.67,-2.5,152.5
2016,S,WS,PG,05S,150E,6,0,39.985,192.901,129.069,-2.5,152.5
2017,S,WS,PG,05S,150E,6,0,20.013,287.634,188.238,-2.5,152.5
2018,S,WS,PG,05S,150E,6,0,15.798,179.265,85.384,-2.5,152.5
2019,S,WS,PG,05S,150E,6,0,7.687,294.916,158.516,-2.5,152.5
2020,S,WS,PG,05S,150E,6,0,2.335,178.241,173.18,-2.5,152.5
2000,S,WS,PH,05S,150E,6,0,0.059,4.515,2.727,-2.5,152.5
2001,S,WS,PH,05S,150E,6,0,0,0,0,-2.5,152.5
2007,S,WS,PH,05S,150E,6,0,0.003,0.055,0.103,-2.5,152.5
2008,S,WS,PH,05S,150E,6,0,5.755,69.434,58.378,-2.5,152.5
2009,S,WS,PH,05S,150E,6,0,0,0.003,0,-2.5,152.5
2010,S,WS,PH,05S,150E,6,0,0.265,10.693,5.458,-2.5,152.5
2011,S,WS,PH,05S,150E,6,0,1.327,90.909,42.509,-2.5,152.5
2012,S,WS,PH,05S,150E,6,0,23.322,117.903,68.864,-2.5,152.5
2014,S,WS,PH,05S,150E,6,0,1.214,61.042,57.733,-2.5,152.5
2016,S,WS,PH,05S,150E,6,0,0.51,57.375,25.359,-2.5,152.5
2017,S,WS,PH,05S,150E,6,0,0,30.682,11.9,-2.5,152.5
2003,S,WS,TW,05S,150E,6,0,0,0,0,-2.5,152.5
2017,S,WS,US,05S,150E,6,0,0,0,0,-2.5,152.5
2019,S,WS,US,05S,150E,6,0,0.008,0.291,0.089,-2.5,152.5
2016,S,WS,CN,10S,150E,6,0,0.212,33.778,9.561,-7.5,152.5
2008,S,WS,JP,10S,150E,6,0,1.825,9.274,22.258,-7.5,152.5
2009,S,WS,JP,10S,150E,6,0,1.812,10.79,21.398,-7.5,152.5
2010,S,WS,JP,10S,150E,6,0,40.862,213.741,271.289,-7.5,152.5
2011,S,WS,JP,10S,150E,6,0,1.059,17.57,6.371,-7.5,152.5
2013,S,WS,JP,10S,150E,6,0,5.234,32.471,13.296,-7.5,152.5
2014,S,WS,JP,10S,150E,6,0,5.804,191.463,80.735,-7.5,152.5
2015,S,WS,JP,10S,150E,6,0,0.001,4.054,0.945,-7.5,152.5
2016,S,WS,JP,10S,150E,6,0,2.329,21.753,5.917,-7.5,152.5
2017,S,WS,JP,10S,150E,6,0,0,161.935,74.465,-7.5,152.5
2020,S,WS,JP,10S,150E,6,0,12.713,110.87,174.812,-7.5,152.5
2003,S,WS,KI,10S,150E,6,0,0,0,0,-7.5,152.5
2003,S,WS,KR,10S,150E,6,0,0,0,0,-7.5,152.5
2006,S,WS,KR,10S,150E,6,0,0,0.041,0.009,-7.5,152.5
2010,S,WS,KR,10S,150E,6,0,0.007,0.655,0.11,-7.5,152.5
2011,S,WS,KR,10S,150E,6,0,19.595,115.299,40.354,-7.5,152.5
